food_code,food_name,food_type,veg_flag,cuisine_region,meal_slots,search_alias,energy_kcal,protein_g,carb_g,fat_g,fibre_g,calcium_mg,iron_mg,magnesium_mg,sodium_mg,potassium_mg,cholesterol_mg,servings_unit,serving_grams,unit_serving_energy_kcal
BFP303,Cucumber and yogurt salad (Kheere aur dahi ka salad),dish,veg,Pan-Indian,"high tea, lunch, dinner",Kheere aur dahi ka salad,36.13,2.09,4.72,0.93,1.66,68.49,0.52,21.87,141.73,215.51,2.87,small plate,115.1,41.58
BFP305,Chicken and tomato towers,dish,non-veg,Pan-Indian,"lunch, dinner",,100.55,6.9,2.36,6.99,1.14,17.54,0.77,17.28,76.02,212.83,20.73,stuffed tomato,264.1,265.55
BFP306,Jellied sunshine fruit salad,dish,veg,Pan-Indian,"lunch, dinner",,48.86,5.85,4.21,0.85,1.8,37.14,0.87,17.23,74.2,144.01,0.0,small mould,200.0,97.72
BFP307,Tomato aspic,dish,veg,Pan-Indian,"lunch, dinner",,50.37,6.87,5.02,0.26,1.58,44.28,1.18,20.76,98.17,192.77,0.0,small mould,200.0,100.74
BFP308,Frozen frosty fruit salad (Phalon ka salaad),dish,veg,Pan-Indian,"lunch, dinner",Phalon ka salaad,103.51,1.68,15.61,4.17,0.26,28.61,0.41,7.96,13.23,103.47,26.33,slice,233.0,241.17
BFP310,French dressing,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,733.77,0.32,3.68,79.65,0.22,6.98,0.48,4.54,261.13,27.43,0.0,cup,200.0,1467.54
BFP312,Mayonnaise without eggs,dish,veg,Continental,"lunch, dinner",,329.05,2.13,3.98,33.84,0.04,75.54,0.27,6.83,193.58,81.04,0.0,cup,200.0,658.1
BFP313,Curd dressing ,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,78.8,5.59,8.03,2.9,0.22,194.59,0.18,19.93,204.62,283.26,10.52,cup,200.0,157.6
BFP316,Carrot raita (Gajar ka raita),dish,veg,Pan-Indian,"lunch, dinner",Gajar ka raita,64.78,4.14,7.19,2.19,1.69,146.72,0.55,22.13,274.46,293.77,6.98,bowl,157.7,102.15
BFP318,Pumpkin raita (Kaddu ka raita),dish,veg,Pan-Indian,"lunch, dinner",Kaddu ka raita,55.6,3.74,6.02,1.88,1.04,130.11,0.33,17.42,129.14,258.97,6.47,bowl,170.0,94.53
BFP320,Mint and peanut raita (Pudinay aur moongfali ka raita),dish,veg,Pan-Indian,"lunch, dinner",Pudinay aur moongfali ka raita,112.05,7.05,7.31,6.19,1.79,191.01,1.68,48.55,223.01,365.46,8.26,bowl,133.2,149.21
BFP321,Spinach raita (Palak ka raita),dish,veg,Pan-Indian,"lunch, dinner",Palak ka raita,52.75,3.95,5.06,1.86,1.39,142.96,1.61,54.45,126.57,458.18,5.41,bowl,203.2,107.18
BFP322,Bathua raita,dish,veg,Pan-Indian,"lunch, dinner",,54.4,4.13,5.31,1.76,2.19,206.31,1.46,35.47,110.92,366.14,5.41,bowl,203.2,110.53
BFP325,Pineapple raita (Ananas ka raita),dish,veg,Pan-Indian,"lunch, dinner",Ananas ka raita,67.74,3.9,8.62,2.02,1.39,134.53,0.27,18.8,135.48,239.89,6.93,bowl,158.8,107.6
BFP326,Banana raita (Kele ka raita),dish,veg,Pan-Indian,"breakfast, lunch, dinner",Kele ka raita,89.03,4.13,13.51,2.07,1.0,133.23,0.31,24.32,135.43,308.83,6.93,bowl,158.8,141.42
BFP327,Mango raita (Aam ka raita),dish,veg,Pan-Indian,"lunch, dinner",Aam ka raita,67.37,3.9,8.23,2.14,0.89,136.06,0.34,19.01,135.46,240.21,6.93,bowl,158.8,107.0
BFP328,Guava raita (Amarood ka raita),dish,veg,Pan-Indian,"lunch, dinner",Amarood ka raita,64.36,4.19,7.27,2.07,3.0,136.93,0.28,19.61,135.94,283.96,6.93,bowl,158.8,102.22
BFP329,Grapes raita (Angoor ka raita),dish,veg,Pan-Indian,"lunch, dinner",Angoor ka raita,72.59,3.98,9.66,2.07,0.71,134.52,0.26,17.07,135.64,247.92,6.93,bowl,158.9,115.31
BFP334,Bottle gourd kheer (Ghiya/Lauki kheer),dish,veg,Pan-Indian,high tea,Ghiya/Lauki kheer,84.07,2.7,10.0,3.86,0.55,94.18,0.23,11.57,19.62,117.46,0.0,bowl,250.0,210.18
BFP336,Pumpkin kheer (Kaddu ki kheer),dish,veg,Pan-Indian,high tea,Kaddu ki kheer,86.35,2.76,10.44,3.86,0.63,95.61,0.24,11.48,20.99,141.55,0.0,bowl,250.0,215.88
BFP338,Apple kheer (Seb ki kheer),dish,veg,Pan-Indian,high tea,Seb ki kheer,81.3,2.14,11.34,3.18,0.51,75.67,0.18,8.91,15.86,93.41,0.0,bowl,250.0,203.25
BFP345,Caramel custard (baked),dish,veg,Pan-Indian,high tea,baked,122.7,5.11,14.95,5.01,0.0,90.59,0.53,8.42,44.78,107.98,81.15,small bowl,220.0,269.94
BFP346,Vanilla ice cream without egg,dish,egg,Pan-Indian,high tea,,228.67,2.69,14.21,18.15,0.0,81.27,0.1,6.63,23.97,89.96,41.7,ice cream cup,157.4,359.87
BFP347,Vanilla ice cream with egg,dish,egg,Pan-Indian,high tea,,214.85,4.16,11.71,17.02,0.0,77.42,0.34,7.41,37.72,97.19,86.75,ice cream cup,181.1,389.15
BFP348,Strawberry ice cream,dish,veg,Pan-Indian,high tea,,215.61,4.15,12.26,16.96,0.0,77.08,0.34,7.36,37.62,96.4,86.39,ice cream cup,181.9,392.13
BFP350,Chocochip ice cream,dish,veg,Pan-Indian,high tea,,241.45,4.23,16.75,17.93,0.0,73.22,0.51,14.52,34.84,114.27,79.34,ice cream cup,199.4,481.38
BFP351,Choconut ice cream,dish,veg,Pan-Indian,high tea,,273.96,5.04,23.13,18.49,0.51,67.38,0.89,37.5,29.83,145.81,65.65,sundae glass,200.0,547.92
BFP352,Pear chocholate sunday,dish,veg,Pan-Indian,"lunch, dinner",,183.49,2.08,15.02,13.11,0.07,56.67,0.24,12.33,16.26,91.18,29.11,sundae glass,200.0,366.98
BFP353,Chocolate sauce,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,263.2,1.91,43.21,10.39,0.0,18.8,1.13,53.0,2.8,154.7,21.3,tablespoon,16.7,43.87
BFP354,Coffee ice cream,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,150.62,3.15,14.09,9.43,0.0,95.72,0.15,9.79,42.09,132.18,22.23,ice cream cup,165.9,249.84
BFP355,Coffee pear alaska,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,203.99,2.88,19.36,13.22,0.15,60.61,0.22,8.57,51.11,107.86,28.43,dish,250.0,509.98
BFP356,Crunchy butterscotch,dish,veg,Pan-Indian,"lunch, dinner",,277.32,3.11,19.92,20.99,0.47,72.26,0.26,12.96,22.24,103.65,46.39,cup,187.4,519.63
BFP358,Peach melba ice cream,dish,veg,Pan-Indian,high tea,,200.85,2.06,16.31,14.51,0.06,60.55,0.11,6.9,17.92,81.24,33.23,sundae glass,200.0,401.7
BFP359,Vanilla ice cream with apples in hot cherry sauce,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,196.32,1.73,22.75,11.45,0.26,56.34,0.16,6.04,31.54,74.21,26.15,dish,250.0,490.8
BFP360,Hot cherry sauce,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,252.74,0.13,67.95,0.07,0.0,24.82,0.45,6.7,105.81,39.98,0.0,1 tbsp,15.0,37.91
BFP361,Grape and orange whip,dish,veg,Pan-Indian,"lunch, dinner",,57.39,1.41,6.72,2.62,0.97,17.4,0.53,8.95,14.36,138.86,6.51,orange case,121.0,69.44
BFP362,Honey banana cream,dish,veg,Pan-Indian,breakfast,,125.49,2.78,13.64,6.68,0.7,43.52,0.23,12.73,15.65,159.94,14.27,tall stemmed glass,331.0,415.37
BFP363,Raspberry bavarian cream,dish,veg,Pan-Indian,"lunch, dinner",,150.1,3.34,17.82,7.88,2.19,26.4,0.31,9.95,24.59,78.98,19.94,small mould,200.0,300.2
BFP364,Fruit delight,dish,veg,Pan-Indian,"lunch, dinner",,107.09,2.09,9.11,7.09,0.09,71.69,0.15,6.93,17.27,96.94,12.28,small mould,200.0,214.18
BFP365,Creamy chocolate mousse,dish,veg,Pan-Indian,high tea,,230.52,6.85,9.53,18.16,0.0,45.25,0.96,26.51,48.64,127.5,129.13,dish,202.8,467.38
BFP366,Cold lemon souffle,dish,veg,Pan-Indian,high tea,,169.87,5.89,15.62,9.78,0.0,55.03,0.53,6.74,46.35,81.69,98.14,souffle dish,200.0,339.74
BFP367,Cold orange souffle,dish,veg,Pan-Indian,high tea,,173.19,5.94,16.27,9.82,0.11,55.45,0.57,7.19,46.53,88.17,98.65,souffle dish,200.0,346.38
BFP368,Cold pineapple souffle,dish,veg,Pan-Indian,high tea,,181.22,6.23,16.85,10.39,0.0,57.13,0.54,6.79,49.38,79.86,104.39,souffle dish,200.0,362.44
BFP369,Cold vanilla souffle,dish,veg,Pan-Indian,high tea,,179.54,6.22,16.29,10.32,0.0,62.47,0.52,6.94,49.09,83.3,100.85,souffle dish,200.0,359.08
BFP370,Cold chocolate souffle,dish,veg,Pan-Indian,high tea,,187.53,6.37,17.22,10.86,0.0,62.91,0.68,14.94,47.77,104.98,98.07,souffle dish,200.0,375.06
BFP371,Stewed fruit (with pear),dish,veg,Pan-Indian,"lunch, dinner",with pear,74.32,0.25,18.22,0.32,2.84,5.94,0.21,5.87,1.7,68.56,0.0,bowl,120.5,89.56
BFP372,Apricot fool,dish,veg,Pan-Indian,"lunch, dinner",,240.79,1.54,33.64,11.35,1.0,26.37,0.73,8.64,8.28,105.45,27.58,tall stemmed glass,228.5,550.09
BFP373,Pavlova,dish,veg,Pan-Indian,"lunch, dinner",,200.6,1.84,21.84,12.29,0.06,23.0,0.25,6.3,26.34,86.9,31.94,meringue,100.0,200.6
BFP379,Apple crumb pudding,dish,veg,Pan-Indian,high tea,,220.85,1.54,35.17,8.87,1.33,38.49,1.05,10.25,59.36,159.24,21.68,small plate,98.3,216.99
BFP380,Steamed cake with chocolate sauce,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,301.91,4.49,29.06,19.01,0.29,67.76,0.85,25.73,100.32,131.49,78.72,small mould,200.0,603.82
BFP382,Hot lemon souffle,dish,veg,Pan-Indian,high tea,,155.25,5.29,16.31,7.93,0.14,48.77,0.55,9.2,47.75,106.74,116.79,bowl,121.5,188.63
BFP386,Gulab jamun with milk powder,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,471.15,0.85,28.24,40.15,0.05,26.13,0.13,3.16,67.28,33.68,1.25,piece,301.9,1422.3
BFP388,Chum chum,dish,veg,Pan-Indian,"lunch, dinner",,130.05,1.52,28.27,1.92,0.02,62.58,0.13,5.13,16.65,64.67,0.1,piece,311.8,405.44
BFP389,Dil bahar,dish,veg,Pan-Indian,"lunch, dinner",,130.05,1.52,28.27,1.92,0.02,62.58,0.13,5.13,16.65,64.67,0.1,piece,311.8,405.44
BFP390,Rasbhari,dish,veg,Pan-Indian,"lunch, dinner",,130.05,1.52,28.27,1.92,0.02,62.58,0.13,5.13,16.65,64.67,0.1,piece,311.8,405.44
BFP391,Rajbogh,dish,veg,Pan-Indian,"lunch, dinner",,133.7,1.71,28.16,2.28,0.11,63.23,0.17,6.42,16.57,73.47,0.1,piece,314.5,420.55
BFP392,Rasgulla,dish,veg,East Indian,high tea,,118.64,1.38,25.79,1.75,0.01,57.09,0.12,4.68,15.19,58.99,0.09,piece,341.7,405.44
BFP393,Rasmalai,dish,veg,Pan-Indian,"lunch, dinner",,135.55,1.61,29.17,2.11,0.07,62.31,0.15,5.86,16.46,69.18,0.09,piece,317.4,430.28
BFP396,Khoa coconut burfi,dish,veg,South Indian,high tea,,411.45,9.98,36.55,26.01,4.07,309.84,2.1,54.94,31.14,459.51,0.0,piece,50.3,206.76
BFP397,Danedar burfi,dish,veg,Pan-Indian,high tea,,102.68,3.24,12.33,4.72,0.09,107.53,0.24,11.91,23.31,116.64,0.0,piece,139.7,143.47
BFP401,Semolina burfi (Suji/Rava burfi),dish,veg,Pan-Indian,high tea,Suji/Rava burfi,348.67,3.47,47.1,16.86,2.8,14.86,1.01,11.53,8.33,99.53,39.41,piece,46.8,163.25
BFP403,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),dish,veg,South Indian,high tea,Kaddu aur nariyal ki burfi,186.18,1.75,17.02,12.66,4.29,21.76,0.79,23.61,8.95,283.95,5.11,piece,60.1,111.94
BFP404,Khoa ladoo,dish,veg,Pan-Indian,high tea,,396.02,12.21,34.43,24.09,3.08,358.61,2.25,69.26,31.71,479.67,0.0,piece,45.0,178.21
BFP406,Wheat and gram flour ladoo (Atta besan ladoo),dish,veg,Pan-Indian,high tea,Atta besan ladoo,501.7,9.38,50.5,29.86,6.01,35.27,2.39,44.21,27.06,224.94,60.99,piece,30.2,151.76
BFP407,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),dish,veg,Pan-Indian,high tea,Suji/Rava ladoo with nuts,441.84,5.44,48.02,25.45,4.27,18.04,1.81,29.99,3.93,189.25,58.8,piece,31.4,138.63
BFP412,Sesame chickpeas brittle (Til aur channe ki chikki),dish,veg,Pan-Indian,high tea,Til aur channe ki chikki,282.74,8.5,50.49,4.66,5.54,150.73,4.8,109.57,17.93,515.43,0.0,piece,35.0,98.96
BFP413,Murmura chikki,dish,veg,Pan-Indian,high tea,,253.82,2.12,59.59,0.32,0.37,63.3,3.3,74.94,15.03,298.86,0.0,piece,26.3,66.63
BFP415,Masala onion pakora/pakoda (Pyaaz ke pakode),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Pyaaz ke pakode; pakoda,551.64,2.05,6.48,57.61,1.44,11.06,0.42,9.65,99.22,70.11,0.0,pakora,70.5,389.03
BFP416,Masala green chilli pakora/pakoda (Hari mirch kay pakode),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Hari mirch kay pakode; pakoda,668.76,2.22,5.55,71.01,1.34,8.58,0.47,8.39,120.9,56.48,0.0,pakora,68.6,458.92
BFP420,Chicken pakora/pakoda,dish,non-veg,Pan-Indian,"high tea, lunch, dinner",pakoda,590.09,6.03,4.55,60.98,0.96,9.08,0.51,10.08,103.23,92.9,11.98,pakora,68.5,404.34
BFP421,Fish pakora/pakoda,dish,non-veg,Pan-Indian,"high tea, lunch, dinner",pakoda,577.03,5.97,4.55,59.52,0.96,12.65,0.63,13.44,112.24,95.62,9.04,pakora,68.5,395.39
BFP424,Paneer cutlet,dish,veg,North Indian,"high tea, lunch, dinner",,672.2,4.59,7.62,69.38,0.39,107.86,0.48,8.93,91.45,35.43,0.0,cutlet,150.0,1008.3
BFP425,Sago cutlet/vadas (Sabudana cutlet/vadas),dish,veg,Pan-Indian,high tea,Sabudana cutlet/vadas; vadas,558.76,0.56,11.23,56.97,0.54,5.43,0.38,7.6,48.17,138.97,0.0,cutlet,150.0,838.14
BFP427,Poshtik cutlet,dish,veg,Pan-Indian,high tea,,496.45,2.0,7.39,50.94,1.35,14.94,0.69,18.53,57.11,195.37,0.0,cutlet,150.0,744.67
BFP428,Egg cutlet (Anda cutlet),dish,egg,Pan-Indian,high tea,Anda cutlet,575.02,2.45,5.77,60.25,0.58,16.22,0.56,8.76,79.4,139.03,45.0,cutlet,150.0,862.53
BFP430,Minced meat cutlet,dish,non-veg,Pan-Indian,high tea,,531.86,5.1,5.61,54.47,0.4,20.82,0.63,8.14,95.81,88.67,16.5,cutlet,150.0,797.79
BFP431,Vegetable samosa,dish,veg,Pan-Indian,high tea,,443.11,2.21,13.22,42.22,1.52,10.37,0.6,14.78,107.7,189.07,4.06,samosa,100.9,447.23
BFP436,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),dish,veg,South Indian,"high tea, lunch, dinner",Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada,745.5,4.39,9.7,76.32,2.27,10.6,0.96,33.02,65.87,220.17,0.0,vada,78.9,588.01
BFP437,Masala urad dal vada,condiment,veg,South Indian,"breakfast, lunch, high tea, dinner",,703.78,4.32,9.93,71.62,2.71,11.87,1.0,33.89,61.49,232.79,0.0,vada,85.5,602.03
BFP439,Khaman (dhokla),dish,veg,West Indian,high tea,dhokla,54.73,1.92,5.36,2.8,1.49,5.31,0.58,11.46,124.1,92.49,0.0,dhokla,118.6,64.93
BFP440,Instant dhokla,dish,veg,West Indian,high tea,,207.11,7.66,24.11,9.37,3.57,66.58,1.05,25.8,763.98,187.95,2.59,dhokla,42.5,87.99
BFP442,Tomato ginger chutney (Tamatar adarak ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Tamatar adarak ki chutney,44.66,1.05,9.11,0.32,2.14,23.63,1.08,20.73,209.42,227.56,0.0,tablespoon,16.4,7.33
BFP443,Mint tomato chutney (Pudinay aur tamatar ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Pudinay aur tamatar ki chutney,43.65,1.53,8.22,0.36,2.63,47.59,2.06,32.52,183.98,268.71,0.0,tablespoon,18.9,8.26
BFP444,Coriander chutney (Hare dhaniye ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Hare dhaniye ki chutney,42.86,1.38,8.16,0.37,2.47,39.8,1.63,27.59,186.64,269.63,0.0,tablespoon,18.9,8.11
BFP445,Gooseberry chutney (Amla chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Amla chutney,43.02,1.44,8.83,0.62,4.58,46.4,1.22,22.58,215.09,269.12,0.0,tablespoon,16.0,6.9
BFP446,Walnut chutney (Akhrot ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Akhrot ki chutney,370.43,9.44,8.91,33.46,3.04,119.57,1.77,100.09,160.0,351.46,3.33,tablespoon,12.4,45.92
BFP447,Saunth/Sonth chutney with ginger,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Sonth chutney with ginger,84.22,0.28,20.62,0.11,0.31,15.17,0.7,14.01,222.53,82.02,0.0,tablespoon,32.9,27.71
BFP448,Gun powder chutney,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,312.34,21.55,47.65,2.67,13.95,68.87,5.14,166.84,195.67,1183.29,0.0,tablespoon,13.9,43.47
BFP450,Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,condiment,veg,South Indian,"breakfast, lunch, high tea, dinner",Sookhe kase nariyal ki chutney,346.36,12.88,36.72,15.88,13.16,73.55,5.44,101.68,321.07,821.02,0.0,tablespoon,10.8,37.47
BFP451,Curd mint dip ,dish,veg,Pan-Indian,"lunch, dinner",,76.13,4.82,9.11,2.44,0.77,172.79,0.82,25.58,222.77,280.81,8.34,tablespoon,33.0,25.09
BFP452,Curd vegetable dip,dish,veg,Pan-Indian,"lunch, dinner",,56.21,3.88,6.04,1.94,0.63,129.58,0.37,17.18,132.48,243.19,6.59,tablespoon,27.8,15.63
BFP453,Mayonnaise vegetable dip,dish,veg,Continental,"lunch, dinner",,241.27,3.01,4.8,23.44,0.41,91.42,0.28,11.86,119.58,168.95,29.91,tablespoon,42.8,103.28
BFP455,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),dish,veg,Pan-Indian,"breakfast, high tea",Tamatar aur kheere ka sandwich,150.68,4.03,20.51,6.31,2.1,76.75,1.15,22.08,222.22,168.24,13.52,sandwich,78.7,118.66
BFP456,Tomato sandwich (grilled),dish,veg,Pan-Indian,breakfast,grilled,189.92,6.26,21.29,9.39,1.91,150.9,0.88,19.26,420.6,156.87,24.95,sandwich,76.8,145.77
BFP457,French sandwich (toasted),dish,veg,Pan-Indian,"breakfast, high tea",toasted,186.75,6.82,14.82,11.51,1.37,100.73,1.24,18.82,274.68,153.54,104.86,sandwich,111.6,208.46
BFP458,Peanut butter cucumber sandwich,dish,veg,Pan-Indian,breakfast,,243.33,9.04,29.76,10.56,3.35,95.35,1.32,50.4,460.09,249.54,0.0,sandwich,55.3,134.44
BFP459,Mint and peanut sandwich,dish,veg,Pan-Indian,breakfast,,273.59,7.18,31.83,13.88,3.67,114.99,1.7,34.02,453.3,198.91,21.7,sandwich,49.1,134.29
BFP460,Spicy chutney sandwich,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,249.58,8.74,34.03,9.58,3.73,154.53,1.51,34.25,315.4,256.04,2.86,sandwich,57.7,143.92
BFP461,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),dish,non-veg,Pan-Indian,"breakfast, lunch, dinner",Chicken aur akhrot ke sandwich,285.78,12.58,22.62,16.77,1.53,78.45,1.12,21.74,287.39,185.95,31.68,sandwich,66.6,190.4
BFP463,Rolled sandwich,dish,veg,Pan-Indian,"breakfast, high tea",,293.07,6.45,34.69,15.29,2.07,117.68,1.23,17.8,321.57,144.43,35.25,sandwich,22.0,64.47
BFP466,Ribbon sandwich,dish,veg,Pan-Indian,breakfast,,239.26,6.26,24.76,13.37,2.92,157.85,1.05,23.81,382.11,152.57,34.85,ribbon,42.8,102.29
BFP467,Checker board sandwich,dish,veg,Pan-Indian,breakfast,,348.37,7.37,25.94,24.65,2.22,188.02,1.11,23.8,358.25,140.33,64.42,square,36.8,128.17
BFP468,Submarine sandwich,dish,veg,Pan-Indian,breakfast,,216.92,6.09,13.6,15.32,1.24,72.35,1.23,13.19,254.28,130.98,62.46,hot dog bun,194.4,421.63
BFP470,Cheese open sandwich,dish,veg,Pan-Indian,breakfast,,274.07,9.84,28.42,14.24,1.74,256.25,1.22,23.29,504.41,147.36,28.38,sandwich,55.0,150.74
BFP471,Sunset and sunrise open sandwich,dish,veg,Pan-Indian,breakfast,,241.31,8.58,18.89,15.14,1.39,114.07,1.28,16.08,381.29,132.15,123.49,sandwich,82.7,199.68
BFP472,Danish luncheon sandwich,dish,veg,Pan-Indian,breakfast,,193.82,9.03,17.77,10.1,1.52,77.13,1.27,17.99,365.63,164.39,124.4,sandwich,86.4,167.41
BFP473,Chicken and corn open sandwich,dish,non-veg,Pan-Indian,"breakfast, lunch, dinner",,188.16,8.63,19.21,8.83,1.67,65.13,0.8,14.48,226.72,143.0,31.78,sandwich,108.4,203.92
BFP476,Chocolate sponge cake,dish,veg,Continental,high tea,,239.86,9.13,39.54,5.51,0.52,33.99,1.81,36.21,61.47,167.86,173.46,piece,70.3,168.7
BFP478,Chocolate swiss roll,dish,veg,Pan-Indian,high tea,,306.08,6.01,26.97,19.76,0.29,42.79,1.08,24.88,44.53,135.64,138.28,swiss roll,47.4,145.0
BFP479,Lemon curd filling,dish,veg,Pan-Indian,"lunch, dinner",,225.62,3.43,26.41,12.58,0.0,16.39,0.6,3.7,34.9,47.38,118.13,tablespoon,25.0,56.41
BFP480,Jam filling,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,184.62,0.0,46.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tablespoon,16.2,30.0
BFP482,Chocolate pastry,dish,veg,Continental,"lunch, dinner",,243.37,7.05,32.24,10.12,0.32,50.7,1.44,38.78,46.54,175.33,121.03,pastry,87.1,211.93
BFP483,Assorted pastry,dish,veg,Continental,"lunch, dinner",,230.74,6.78,31.99,8.91,0.43,47.2,0.94,11.05,49.99,100.58,131.02,pastry,80.3,185.36
BFP484,Orange gateau,dish,veg,Pan-Indian,"lunch, dinner",,178.05,4.78,27.01,6.02,0.68,41.69,0.89,10.77,80.41,117.51,87.91,piece,79.8,142.1
BFP485,Black forest gateau,dish,veg,Pan-Indian,"lunch, dinner",,217.82,5.94,30.57,8.58,0.28,46.79,1.09,26.03,79.37,138.54,107.21,piece,65.5,142.76
BFP489,Lemon cake,dish,veg,Pan-Indian,high tea,,373.85,5.29,43.1,20.63,0.62,32.77,0.91,10.65,151.29,80.6,123.01,piece,61.0,228.05
BFP491,Dundee cake,dish,veg,Pan-Indian,high tea,,396.62,7.78,41.4,22.7,1.81,58.11,1.57,19.42,182.74,169.79,111.12,piece,60.3,239.31
BFP492,Victorian sandwich cake,dish,veg,Pan-Indian,"breakfast, high tea",,373.09,5.18,44.74,19.83,0.59,36.25,0.86,9.92,145.28,74.16,117.02,piece,64.1,239.24
BFP495,Chocolate eggless cake,dish,veg,Pan-Indian,high tea,,312.01,6.66,43.45,13.19,0.32,185.38,0.95,51.12,196.61,317.29,35.49,piece,114.5,357.25
BFP496,Orange eggless cake,dish,veg,Pan-Indian,high tea,,355.62,7.16,52.65,13.82,0.56,205.84,0.52,26.13,226.28,277.82,40.97,piece,99.2,352.66
BFP498,Chocolate glace icing,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,436.29,3.22,62.43,20.8,0.0,26.75,2.04,87.44,8.66,264.16,44.49,tablespoon,23.9,104.44
BFP499,Butter icing,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,500.72,0.19,71.64,25.37,0.0,12.48,0.14,2.12,5.98,13.56,65.74,tablespoon,16.2,81.12
BFP500,Chocolate butter icing,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,469.59,3.21,61.72,24.77,0.0,31.87,1.85,87.55,4.99,258.74,54.9,tablespoon,19.4,91.1
BFP502,Almond biscuit (Badam ke biscuit),dish,veg,Pan-Indian,high tea,Badam ke biscuit,407.74,6.25,52.14,19.7,1.5,44.05,1.11,23.88,151.76,108.03,73.79,biscuit,18.6,75.74
BFP505,Orange biscuit,dish,veg,Pan-Indian,high tea,,354.78,3.63,62.11,11.01,0.75,20.35,0.77,9.64,259.14,62.46,51.51,biscuit,60.5,214.64
BFP506,Gingerman biscuit,dish,veg,Pan-Indian,high tea,,357.43,6.26,55.24,12.73,2.0,41.35,1.59,20.44,918.57,119.45,70.42,gingerman,35.5,127.03
BFP507,Coffee drops,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,443.07,7.57,43.06,27.16,1.88,57.09,1.48,48.6,88.17,196.91,94.23,small,11.8,52.3
BFP508,Christmas biscuit,dish,veg,Pan-Indian,high tea,,406.07,5.67,60.97,15.88,2.17,29.07,1.2,16.46,127.36,98.76,64.54,biscuit,20.7,84.11
BFP509,Christmas wreath biscuit,dish,veg,Pan-Indian,high tea,,386.05,5.43,58.07,15.01,2.28,29.71,1.21,16.47,120.2,109.25,60.87,biscuit,22.0,84.79
BFP510,Christmas bell biscuit,dish,veg,Pan-Indian,high tea,,404.85,5.66,60.79,15.84,2.33,32.0,1.22,16.59,127.01,99.76,64.34,biscuit,20.8,84.11
BFP511,Christmas star biscuit,dish,veg,Pan-Indian,high tea,,392.03,3.54,74.54,10.04,1.47,22.75,0.96,15.78,76.09,74.73,35.98,biscuit,37.2,145.64
BFP512,Christmas tree biscuit,dish,veg,Pan-Indian,high tea,,385.63,5.43,58.41,15.0,2.65,35.04,1.18,16.38,120.45,102.25,60.87,biscuit,22.0,84.69
BFP513,Chocolate cream shells,dish,veg,Pan-Indian,"lunch, dinner",,427.17,5.1,59.26,19.34,0.9,28.53,1.08,20.27,126.84,97.19,80.56,shell,23.0,98.2
BFP516,Jelly biscuit,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,404.61,4.23,55.24,19.33,2.02,36.46,1.19,29.4,110.57,118.08,44.67,biscuit,17.9,72.45
BFP517,Cherry and walnut cookies,dish,veg,Pan-Indian,high tea,,422.6,5.63,59.35,18.75,1.3,46.27,1.31,30.43,114.62,125.24,60.15,cookies,17.6,74.27
BFP518,Cheese straws,dish,veg,Pan-Indian,"lunch, dinner",,382.0,9.83,30.61,24.28,1.29,160.64,1.29,21.19,587.42,123.91,201.93,straw,9.6,36.85
